Date,Open_EUR,High_EUR,Low_EUR,Close_EUR,Volume_EUR,Dividends_EUR,Stock Splits_EUR,FX,Open_USD,High_USD,Low_USD,Close_USD,Volume_USD
2015-04-22,23321.0,23427.0,23125.0,23315.0,617493000,0.0,0.0,1.074171543121338,25050.75455713272,25164.616740703583,24840.21693468094,25044.309527873993,663293409
2015-04-23,23332.0,23381.0,22966.0,23199.0,599605400,0.0,0.0,1.0725815296173096,25025.472249031067,25078.028743982315,24632.90740919113,24882.818905591965,643125677
2015-04-24,23356.0,23574.0,23213.0,23427.0,695162300,0.0,0.0,1.0815019607543945,25259.55979537964,25495.327222824097,25104.90501499176,25336.3464345932,751819390
2015-04-27,23449.0,23812.0,23155.0,23806.0,702301700,0.0,0.0,1.086897373199463,25486.656504154205,25881.20025062561,25167.108676433563,25874.678866386414,763329873
2015-04-28,23794.0,23860.0,23487.0,23532.0,619208200,0.0,0.0,1.0877959728240967,25883.017377376556,25954.811911582947,25549.06401371956,25598.014832496643,673572186
2015-04-29,23654.0,23695.0,22996.0,22996.0,777953400,0.0,0.0,1.096912145614624,25946.359892368317,25991.333290338516,25224.591700553894,25224.591700553894,853346533
2015-04-30,22964.0,23180.0,22726.0,23046.0,733544300,0.0,0.0,1.1114321947097778,25522.928919315338,25762.99827337265,25258.40805697441,25614.06635928154,815284751
2015-05-04,23082.0,23365.0,22860.0,23217.0,483719000,0.0,0.0,1.1185932159423828,25819.36861038208,26135.930490493774,25571.04091644287,25970.3786945343,541084792
2015-05-05,23145.0,23350.0,22576.0,22576.0,873162000,0.0,0.0,1.1149141788482666,25804.68866944313,26033.246076107025,25170.302501678467,25170.302501678467,973500694
2015-05-06,22610.0,22839.0,22473.0,22660.0,785333100,0.0,0.0,1.1186307668685913,25292.24163889885,25548.408084511757,25138.989223837852,25348.17317724228,878497768
2015-05-07,22515.0,22854.0,22297.0,22842.0,792832400,0.0,0.0,1.1341469287872314,25535.318101644516,25919.793910503387,25288.0740711689,25906.18414735794,899188432
2015-05-08,23032.0,23312.0,22921.0,23312.0,761256200,0.0,0.0,1.1246949434280396,25903.973937034607,26218.888521194458,25779.132798314095,26218.888521194458,856180999
2015-05-11,23313.0,23368.0,23124.0,23322.0,708498300,0.0,0.0,1.1194071769714355,26096.739516735077,26158.306911468506,25885.171560287476,26106.81418132782,793098082
2015-05-12,23182.0,23270.0,22942.0,23105.0,1033027600,0.0,0.0,1.114441990852356,25834.994231939316,25933.065127134323,25567.52815413475,25749.182198643684,1151249335
2015-05-13,23171.0,23401.0,23123.0,23211.0,920788100,0.0,0.0,1.1221455335617065,26001.234158158302,26259.327630877495,25947.37117254734,26046.11997950077,1033258254
2015-05-14,23207.0,23549.0,23031.0,23549.0,735194400,0.0,0.0,1.1350480318069458,26341.05967414379,26729.246101021767,26141.29122054577,26729.246101021767,834480957
2015-05-15,23615.0,23741.0,23433.0,23473.0,816130200,0.0,0.0,1.1404979228973389,26932.858449220657,27076.561187505722,26725.28782725334,26770.907744169235,930794798
2015-05-18,23217.0,23365.0,23002.0,23198.0,499496000,0.0,0.0,1.144505262374878,26571.97867655754,26741.365455389023,26325.910045146942,26550.23307657242,571675801
2015-05-19,23350.0,23713.0,23331.0,23713.0,619147600,0.0,0.0,1.1326183080673218,26446.637493371964,26857.7779392004,26425.117745518684,26857.7779392004,701257907
2015-05-20,23669.0,23773.0,23578.0,23773.0,511486900,0.0,0.0,1.1146656274795532,26383.020736813545,26498.94596207142,26281.586164712906,26498.94596207142,570136866
2015-05-21,23720.0,23757.0,23585.0,23740.0,506491100,0.0,0.0,1.1100751161575317,26330.981755256653,26372.05453455448,26181.121614575386,26353.183257579803,562243167
2015-05-22,23701.0,23816.0,23686.0,23782.0,409963100,0.0,0.0,1.1111851930618286,26336.2002607584,26463.98655796051,26319.532482862473,26426.206261396408,455544926
2015-05-25,23623.0,23631.0,23278.0,23285.0,273619000,0.0,0.0,1.0992997884750366,25968.75890314579,25977.55330145359,25589.500476121902,25597.195574641228,300789309
2015-05-26,23329.0,23506.0,23179.0,23327.0,588927700,0.0,0.0,1.0971167087554932,25594.6356985569,25788.825356006622,25430.068192243576,25592.44146513939,646122420
2015-05-27,23443.0,23880.0,23420.0,23861.0,709028300,0.0,0.0,1.08888578414917,25526.74943780899,26002.592525482178,25501.70506477356,25981.903695583344,772050836
2015-05-28,23762.0,23866.0,23627.0,23744.0,503246600,0.0,0.0,1.0900014638900757,25900.61478495598,26013.974937200546,25753.464587330818,25880.994758605957,548539531
2015-05-29,23789.0,23821.0,23496.0,23496.0,692772800,0.0,0.0,1.0960345268249512,26073.565358638763,26108.638463497162,25752.427242279053,25752.427242279053,759302908
2015-06-01,23583.0,23705.0,23379.0,23436.0,506152900,0.0,0.0,1.0957943201065063,25842.11745107174,25975.804358124733,25618.575409770012,25681.035686016083,554639473
2015-06-02,23521.0,23718.0,23265.0,23576.0,643500200,0.0,0.0,1.0922993421554565,25691.972826838493,25907.15579724312,25412.344195246696,25752.049290657043,702894845
2015-06-03,23590.0,23797.0,23473.0,23609.0,687071100,0.0,0.0,1.1150012016296387,26302.878346443176,26533.68359518051,26172.42320585251,26324.06336927414,766085102
2015-06-04,23480.0,23564.0,23216.0,23337.0,669128500,0.0,0.0,1.1257838010787964,26433.40364933014,26527.969488620758,26136.196725845337,26272.41656577587,753294026
2015-06-05,23105.0,23251.0,22805.0,22847.0,631086800,0.0,0.0,1.120787262916565,25895.789709687233,26059.42465007305,25559.553530812263,25606.62659585476,707314047
