Date,Open_EUR,High_EUR,Low_EUR,Close_EUR,Volume_EUR,Dividends_EUR,Stock Splits_EUR,FX,Open_USD,High_USD,Low_USD,Close_USD,Volume_USD
2017-10-04,5.507699334664839,5.516185968856121,5.329484467962818,5.490726470947266,86898069,0.0,0.0,1.1747568845748901,6.4702077115660614,6.480177443509138,6.260848569974265,6.450268723062891,102084105
2017-10-05,5.4992131282845484,5.728346991768697,5.4822402644955375,5.694401264190674,24993644,0.0,0.0,1.175723671913147,6.465555051819693,6.734953159154921,6.445599654082796,6.695042363681125,29385619
2017-10-06,5.728347357802529,5.766536404934283,5.6562125809236665,5.685914993286133,10381356,0.0,0.0,1.1712344884872437,6.709237987493099,6.753966316576274,6.624751248993243,6.659539738743433,12159002
2017-10-09,5.715617194747291,5.719860107009958,5.567104339599609,5.567104339599609,5160664,0.0,0.0,1.1742464303970337,6.711543088447914,6.716525313026838,6.537152398422677,6.537152398422677,6059891
2017-10-10,5.545887939072277,5.668941292425378,5.511942214331074,5.596806526184082,11557809,0.0,0.0,1.1741636991500854,6.511780297612948,6.656265078178849,6.471922459880487,6.571567054211641,13570760
2017-10-11,5.626509932129613,5.630753249335948,5.592564203808936,5.6052937507629395,1858638,0.0,0.0,1.1814883947372437,6.647656187684974,6.6526696177194475,6.607549703623191,6.622589515619609,2195959
2017-10-12,5.613780164820266,5.6434829815748015,5.520429611206055,5.520429611206055,1660176,0.0,0.0,1.1865493059158325,6.661026958131554,6.696270814735394,6.550261923533753,6.550261923533753,1969881
2017-10-13,5.528915306639156,5.55013148665099,5.516185760498047,5.516185760498047,1559429,0.0,0.0,1.1831799745559692,6.5417018718314255,6.566804431158002,6.526640527752079,6.526640527752079,1845085
2017-10-16,5.533159045092445,5.550131909461915,5.499213316353504,5.5119428634643555,4863908,0.0,0.0,1.181404709815979,6.5369001560330995,6.556951977938259,6.4967965122227795,6.511835259133363,5746244
2017-10-17,5.516186407011366,5.520429724444058,5.456781176948759,5.482240676879883,2476184,0.0,0.0,1.1794538497924805,6.506087293922507,6.511092091004386,6.436021566627357,6.466049871834912,2920545
2017-10-18,5.499212907612334,5.516185770720258,5.465267181396484,5.465267181396484,2629669,0.0,0.0,1.1771907806396484,6.473622735615794,6.493603033587502,6.4336621396723785,6.4336621396723785,3095622
2017-10-19,5.465267844513216,5.4907269399316405,5.333727835967937,5.380403518676758,4236326,0.0,0.0,1.1795234680175781,6.446411681605182,6.476441282125713,6.2912571545427936,6.3463122176835896,4996846
2017-10-20,5.380403265767211,5.516186180722975,5.363430401397741,5.5119428634643555,2519007,0.0,0.0,1.184805989265442,6.374734013944335,6.535610424823844,6.354624462584397,6.530582917121478,2984535
2017-10-23,5.511942541894174,5.5416453563066215,5.499212995525973,5.5289154052734375,2086712,0.0,0.0,1.175364375114441,6.478540901420149,6.5134525313211755,6.463579046107598,6.49849020037982,2452647
2017-10-24,5.52467239436877,5.545888169715629,5.5034562143569365,5.516185760498047,1266116,0.0,0.0,1.1759172677993774,6.496557667472769,6.521505664052892,6.471609195040114,6.486578088158694,1488848
2017-10-25,5.5161856464516115,5.524672280146875,5.490726150030787,5.507699012756348,941108,0.0,0.0,1.1759034395217896,6.4865016747031765,6.496481136455398,6.456563765293437,6.476522212950954,1106652
2017-10-26,5.503456312537034,5.5289154052734375,5.499212995525973,5.5289154052734375,1554901,0.0,0.0,1.182075023651123,6.505498250805138,6.535592808453657,6.500482331748928,6.535592808453657,1838010
2017-10-27,5.533158920937579,5.605293694055496,5.511942739785545,5.60105037689209,2506280,0.0,0.0,1.163724422454834,6.439072169618896,6.523017166804455,6.414382381461049,6.5180791149891775,2916619
2017-10-30,5.601050490135392,5.61802335446718,5.567104761471814,5.609537124633789,778081,0.0,0.0,1.1604562997817993,6.49977432667355,6.519470594012716,6.460381791995218,6.509622695141161,902929
2017-10-31,5.609536781589163,5.753806321919237,5.558618191707662,5.728346824645996,3151263,0.0,0.0,1.1652703285217285,6.536626768337123,6.704739782993228,6.477292846378044,6.67507258624164,3672073
2017-11-01,5.762292509347667,6.008399227651796,5.73259009996561,5.932021141052246,3306513,0.0,0.0,1.165175199508667,6.714080324206465,7.000837768806902,6.679471813428839,6.911843916515181,3852667
2017-11-02,5.915048459679634,5.961724138331695,5.634996006427232,5.893832683563232,4122333,0.0,0.0,1.1628718376159668,6.878443271895151,6.932721104101244,6.55277816095267,6.853772043336221,4793745
2017-11-03,5.915048456224162,5.927778407484555,5.8216979083045555,5.847157001495361,2075041,0.0,0.0,1.1661807298660278,6.898015525872415,6.912860949724419,6.789151915766134,6.818841819645115,2419873
