Date,Open_EUR,High_EUR,Low_EUR,Close_EUR,Volume_EUR,Dividends_EUR,Stock Splits_EUR,FX,Open_USD,High_USD,Low_USD,Close_USD,Volume_USD
2015-04-22,409.6400146484375,411.3999938964844,405.92999267578125,408.989990234375,276392500,0.0,0.0,1.074171543121338,440.02364665915957,441.9141662838956,436.03844663177733,439.3254089312395,296892958
2015-04-23,409.3900146484375,410.7200012207031,405.1099853515625,407.17999267578125,264137100,0.0,0.0,1.0725815296173096,439.10416812167387,440.530687153725,434.5134877516248,436.73373937375436,283308575
2015-04-24,407.29998779296875,409.95001220703125,406.9200134277344,408.4200134277344,282504400,0.0,0.0,1.0815019607543945,440.49573541333666,443.36174201319227,440.0847923922993,441.70704533343087,305529063
2015-04-27,408.6700134277344,412.6700134277344,405.55999755859375,412.4200134277344,273553400,0.0,0.0,1.086897373199463,444.1823640999937,448.52995359279157,440.80209602121613,448.2582292494917,297324472
2015-04-28,411.8699951171875,411.8699951171875,403.8599853515625,406.2799987792969,284868400,0.0,0.0,1.0877959728240967,448.0305220155569,448.0305220155569,439.31726565022836,441.94974651109806,309878698
2015-04-29,407.07000732421875,408.2300109863281,397.2200012207031,397.29998779296875,308723500,0.0,0.0,1.096912145614624,446.5200351493695,447.7924572552947,435.71544382004504,435.8031820626493,338642557
2015-04-30,397.42999267578125,397.9800109863281,393.4599914550781,395.7900085449219,329345400,0.0,0.0,1.1114321947097778,441.7164890031345,442.32779706115616,437.3041018334079,439.89375784128424,366045081
2015-05-04,395.1099853515625,397.9800109863281,393.8699951171875,396.82000732421875,247565000,0.0,0.0,1.1185932159423828,441.96734916535206,445.1777403699816,440.5803045013454,443.88016814307775,276924530
2015-05-05,397.7799987792969,401.1400146484375,391.010009765625,391.010009765625,353095200,0.0,0.0,1.1149141788482666,443.49056070128427,447.23669003494433,435.9426039592945,435.9426039592945,393670845
2015-05-06,390.4599914550781,392.2900085449219,387.1600036621094,388.67999267578125,313339400,0.0,0.0,1.1186307668685913,436.78055967289765,438.8276730934922,433.08909179739203,434.78939827338763,350511093
2015-05-07,387.3699951171875,389.760009765625,381.8500061035156,388.9800109863281,335026900,0.0,0.0,1.1341469287872314,439.33449026648304,442.04511803976493,433.0740116796878,441.1604848197676,379969730
2015-05-08,393.75,400.17999267578125,393.75,400.1600036621094,355635700,0.0,0.0,1.1246949434280396,442.8486339747906,450.0804142235211,442.8486339747906,450.0579326809202,399981673
2015-05-11,400.0400085449219,402.0,399.4100036621094,401.3399963378906,252291600,0.0,0.0,1.1194071769714355,447.80765664089995,450.0016851425171,447.1024246535526,449.2628723063244,282417028
2015-05-12,399.9200134277344,399.9200134277344,393.0899963378906,396.0899963378906,314214800,0.0,0.0,1.114441990852356,445.6876559461052,445.6876559461052,438.07599810294414,441.4193240755012,350174167
2015-05-13,396.760009765625,400.260009765625,394.3800048828125,395.4599914550781,297190500,0.0,0.0,1.1221455335617065,445.22247285439516,449.14998222186114,442.55176100529206,443.76366311366655,333490992
2015-05-15,398.55999755859375,400.8999938964844,395.2300109863281,396.45001220703125,258652200,0.0,0.0,1.1404979228973389,454.5568493655446,457.22561032849626,450.75900659659965,452.1504154547438,294992297
2015-05-18,396.239990234375,398.8599853515625,393.7799987792969,398.0899963378906,206107100,0.0,0.0,1.144505262374878,453.4987539866124,456.49735218563,450.6832808208783,455.6160957075117,235890661
2015-05-19,399.92999267578125,404.9100036621094,399.92999267578125,404.7799987792969,255318600,0.0,0.0,1.1326183080673218,452.96803164981975,458.6084832673114,452.96803164981975,458.4612373568998,289178521
