Date,Open_JPY,High_JPY,Low_JPY,Close_JPY,Volume_JPY,Dividends_JPY,Stock Splits_JPY,FX,Open_USD,High_USD,Low_USD,Close_USD,Volume_USD
2015-04-22,3665.3516330581183,3672.448151224736,3619.933916791764,3634.126953125,2843700,0.0,0.0,0.008358897641301155,30.638299120108844,30.697618189073236,30.25865707873673,30.377295216665516,23770
2015-04-23,3644.062600556931,3659.674942759901,3560.3236741955448,3583.7421875,3418800,0.0,0.0,0.00833680760115385,30.379848787403493,30.510005880553027,29.681733469601422,29.876969109325728,28502
2015-04-24,3582.3228990187226,3595.806285524538,3558.194733692527,3586.580810546875,2148100,0.0,0.0,0.008363232016563416,29.959797562741652,30.072562252458788,29.758008117984676,29.99540746475759,17965
2015-04-27,3579.4842759900994,3594.3869662747525,3563.162281868812,3583.7421875,1931500,0.0,0.0,0.008408519439399242,30.098163117686674,30.223472678644526,29.960919312828068,30.133965849388915,16241
2015-04-28,3557.4850631728928,3608.5800012435984,3551.0981959140545,3594.386962890625,2003100,0.0,0.0,0.008394473232328892,29.863213137214704,30.292128227156745,29.80959875097195,30.172985146617293,16815
2015-04-30,3573.097235750473,3611.4184374844403,3556.0655905353765,3563.162109375,2690900,0.0,0.0,0.008405480533838272,30.03359926061194,30.355707375820092,29.890440098297205,29.95008974926168,22618
2015-05-01,3548.2594226771625,3561.0331565988004,3528.3891699101705,3552.517333984375,2461200,0.0,0.0,0.008371563628315926,29.7044795267134,29.81141565300957,29.538134441363805,29.740124902145453,20604
2015-05-07,3514.550041052311,3525.90446824198,3471.616113241374,3475.8740234375,2819900,0.0,0.0,0.008375419303774834,29.43583025791216,29.530928346579817,29.076240610137564,29.111902393387936,23618
2015-05-08,3449.61691056139,3489.7122315749093,3449.2620847117123,3475.8740234375,3029800,0.0,0.0,0.008353590965270996,28.816688657711673,29.151628569079847,28.81372458769956,29.036029838607647,25310
2015-05-11,3512.7776586996083,3532.293090136828,3468.069579407068,3485.4560546875,2325000,0.0,0.0,0.008348639123141766,29.326912992317883,29.489840286719648,28.953661372415656,29.098814780155408,19411
2015-05-12,3299.8806180872657,3370.4909667968745,3280.365195077072,3370.490966796875,7214800,0.0,0.0,0.008324245922267437,27.46901777908227,28.056795686398114,27.30656659866834,28.056795686398118,60058
2015-05-13,3322.235046603272,3335.36360547589,3289.5910623794653,3300.23583984375,6776100,0.0,0.0,0.008344807662069798,27.723412472091795,27.83296777076395,27.451004702420487,27.539833322965478,56545
2015-05-14,3296.33329582729,3320.1066360663026,3283.559560773492,3287.462646484375,4361500,0.0,0.0,0.00839207787066698,27.663085706254954,27.86259342878661,27.555887526984215,27.58864252620583,36602
2015-05-15,3299.881007090336,3304.848569896709,3282.139711353291,3293.494140625,2528500,0.0,0.0,0.008389894850552082,27.68565466882183,27.72733199843081,27.536807063075475,27.632069530753142,21214
2015-05-18,3316.2036052868516,3342.105901797224,3302.720218062274,3337.4931640625,3055300,0.0,0.0,0.008380122482776642,27.790192390129302,28.007256807471418,27.677199953704633,27.968601500273508,25604
2015-05-19,3370.846236124438,3371.555887963622,3350.266332788099,3351.330810546875,3826400,0.0,0.0,0.008340283297002316,28.11381255991177,28.119731257292806,27.942170335861785,27.951048381933333,31913
2015-05-20,3386.103937014249,3458.1336026554404,3356.6533840673574,3424.0703125,4711600,0.0,0.0,0.008288300596177578,28.06504727987444,28.6620508005508,27.820952244326964,28.379724012447696,39051
2015-05-21,3440.037591601705,3455.2951074798766,3401.7163889309486,3405.2646484375,3211100,0.0,0.0,0.008250008337199688,28.380338810994402,28.506213444194273,28.06418856946914,28.09346173998074,26492
2015-05-22,3432.9410847504246,3452.1016861536827,3426.554217616005,3446.779296875,3380500,0.0,0.0,0.008261799812316895,28.362272009686013,28.520573062763333,28.309504991993574,28.476600548019633,27929
2015-05-25,3463.101182185221,3475.1652641723417,3443.230929500552,3454.940185546875,2193200,0.0,0.0,0.008225645869970322,28.486243936531203,28.585478802703545,28.322798274600288,28.41911446823815,18040
2015-05-26,3457.069448558491,3496.809957461144,3452.4567109180043,3483.681396484375,2608100,0.0,0.0,0.008223684504628181,28.429848455533953,28.75666186280274,28.39191475647597,28.64869671933002,21448
2015-05-27,3505.680471327609,3561.7429727921603,3486.519869561244,3548.96923828125,3714300,0.0,0.0,0.008131006732583046,28.504711514649696,28.96055609150341,28.34891653268704,28.856692770194968,30201
2015-05-28,3600.773605872845,3655.416800128306,3594.386739011817,3642.64306640625,5520000,0.0,0.0,0.008081461302936077,29.099512556495,29.541109416339324,29.047897339110598,29.43787898157052,44610
2015-05-29,3642.64292957241,3677.415870065114,3605.0313816925473,3673.157958984375,5654600,0.0,0.0,0.008076239377260208,29.41885626511118,29.699690856381483,29.115096401084127,29.665302947246346,45668
2015-06-01,3633.4171497584543,3675.9962569821864,3631.288194397268,3672.447998046875,3208500,0.0,0.0,0.008051984012126923,29.256216799242846,29.599063089858976,29.23907448471204,29.57049256564096,25835
2015-06-02,3622.0635337090575,3622.7731856553173,3544.71147156676,3553.227294921875,5558900,0.0,0.0,0.008009804412722588,29.01202047546438,29.017704648755025,28.39244558678381,28.460655666271578,44526
2015-06-03,3491.488097131732,3497.5201395759636,3442.522105525616,3485.4560546875,5515100,0.0,0.0,0.00806217547506094,28.148989708162638,28.19762109282105,27.75421729152377,28.100358323504224,44464
2015-06-04,3498.22839875184,3501.4218317155046,3446.7786454483594,3450.326904296875,5193500,0.0,0.0,0.008044793270528316,28.142524281049848,28.16821478906582,27.72862165190367,27.7571666608103,41781
2015-06-05,3475.520404764989,3476.9397086566746,3422.296508826781,3445.00537109375,3733200,0.0,0.0,0.008039877749979496,27.942759171869767,27.95417020164899,27.514845555148945,27.697422031616497,30014
2015-06-08,3475.5205385264753,3475.875364513053,3408.4584270633304,3418.3935546875,3140300,0.0,0.0,0.007959946058690548,27.664956012541868,27.667780408255247,27.131145222713343,27.210228302687938,24997
2015-06-09,3390.0066578841584,3391.4259614880452,3330.0410806199316,3330.750732421875,6170800,0.0,0.0,0.008028065785765648,27.215196463677565,27.22659072637954,26.73378886451894,26.739485995869927,49540
2015-06-10,3337.847900390625,3391.78144784033,3335.3641186001782,3337.847900390625,4298500,0.0,0.0,0.008042529225349426,26.844739288662822,27.278501420253846,26.824763401023763,26.844739288662822,34571
2015-06-11,3370.846786790345,3376.1691764536986,3321.1711499323824,3345.29931640625,5081500,0.0,0.0,0.008138948120176792,27.43514711875126,27.47846577209666,27.030839687527557,27.227217582693356,41358
2015-06-12,3295.622862563098,3356.6529155735257,3295.622862563098,3338.91162109375,6361800,0.0,0.0,0.008091858588159084,26.66771416376463,27.161560722352863,26.66771416376463,27.01800067625163,51479
2015-06-15,3322.5900359458115,3336.7830732629654,3300.945654037151,3335.36376953125,2699300,0.0,0.0,0.008110958151519299,26.94938873621148,27.064507867933866,26.773832060334833,27.052995954761627,21894
2015-06-16,3335.3637877545852,3337.1379174289227,3303.074627681642,3327.5576171875,3101200,0.0,0.0,0.008102414198219776,27.024498910130845,27.03887364359368,26.76287876110724,26.961250082894367,25127
2015-06-17,3355.943797969666,3358.072753646111,3309.106773087873,3330.04150390625,2701000,0.0,0.0,0.008101167157292366,27.187061677830865,27.20430870363621,26.8076271101132,26.97722286386579,21881
2015-06-18,3335.3634316837856,3337.137561168724,3307.68701171875,3307.68701171875,2801400,0.0,0.0,0.00809519924223423,27.000431524742343,27.01479345640444,26.77638539081363,26.77638539081363,22678
2015-06-19,3313.0099650150587,3377.943115234375,3311.5906611851283,3377.943115234375,6648600,0.0,0.0,0.008129948750138283,26.93460122426985,27.462504407737924,26.923062356871643,27.462504407737924,54053
