Date,Open_USD,High_USD,Low_USD,Close_USD,Volume_USD,Dividends_USD,Stock Splits_USD
2015-04-22,0.5345874605226311,0.5382011334236716,0.5263963575662354,0.5374783873558044,207420000,0.0,0.0
2015-04-23,0.5276009535321344,0.5403693716682637,0.5215780887788832,0.5353101491928101,259380000,0.0,0.0
2015-04-24,0.5350692893660286,0.5353101855922845,0.5247100049391409,0.5307328701019287,240960000,0.0,0.0
2015-04-27,0.5324194677436932,0.5442242490426744,0.5278420930166414,0.5348286032676697,248456000,0.0,0.0
2015-04-28,0.533864714454764,0.5394057293495484,0.5288054919796941,0.5374783873558044,234484000,0.0,0.0
2015-04-29,0.5336236099364575,0.538923727122895,0.5312144762041275,0.5333827137947083,195156000,0.0,0.0
2015-04-30,0.5307330786207418,0.5374786351125473,0.5295284821395928,0.5348286032676697,218844000,0.0,0.0
2015-05-01,0.5391648066604939,0.5497650446390191,0.5367556721087016,0.5480786561965942,256968000,0.0,0.0
2015-05-04,0.5475967925273907,0.5512105229832674,0.5430194197627124,0.5447058081626892,200720000,0.0,0.0
2015-05-05,0.5427785429892052,0.5435012891062718,0.5283237355244733,0.5307328701019287,292928000,0.0,0.0
2015-05-06,0.5336238028991553,0.5386830257732995,0.5254327567349404,0.5324192643165588,316484000,0.0,0.0
2015-05-07,0.5302511007009699,0.5435013716074583,0.5285647119845944,0.5418149828910828,534564000,0.0,0.0
2015-05-08,0.5061597236026595,0.5261555482816737,0.49363219960770444,0.5018232464790344,1146552000,0.0,0.0
2015-05-11,0.4948365988469217,0.5020640586828967,0.490982030185453,0.49700483679771423,544144000,0.0,0.0
2015-05-12,0.49339130335804904,0.5059187699146994,0.49315034967008897,0.5018232464790344,388800000,0.0,0.0
2015-05-13,0.5054368177095414,0.5092914436775822,0.49989580365016156,0.5047140717506409,308524000,0.0,0.0
2015-05-14,0.5061597448831517,0.5155553882743894,0.5049551487076206,0.5129052996635437,293052000,0.0,0.0
2015-05-15,0.515073566301967,0.5174827013456176,0.5100143999417938,0.5131462812423706,215824000,0.0,0.0
2015-05-18,0.5119415462570694,0.5155552765623219,0.5095324118663327,0.5124233961105347,324972000,0.0,0.0
2015-05-19,0.513100997864463,0.5147952496819884,0.5082604267679423,0.5092285871505737,253808000,0.00245,0.0
2015-05-20,0.509470598394152,0.5155213411168824,0.508744506959258,0.5092285871505737,196824000,0.0,0.0
2015-05-21,0.5094706563048196,0.5116489308571024,0.505114107200254,0.5055981874465942,239692000,0.0,0.0
2015-05-22,0.5068085263978106,0.5087447326135617,0.5036621480190765,0.5048722624778748,212592000,0.0,0.0
2015-05-26,0.5024517651279674,0.5058401534365351,0.4978532051639624,0.5017256736755371,259732000,0.0,0.0
2015-05-27,0.5051139229180238,0.5310110237137162,0.5034197292301791,0.528590738773346,432332000,0.0,0.0
2015-05-28,0.5285909192990271,0.5375459708663342,0.5276228165330791,0.535851776599884,327656000,0.0,0.0
2015-05-29,0.5358518526465322,0.5392402416603036,0.5348837497431936,0.5356098413467407,335168000,0.0,0.0
2015-06-01,0.5389981904387878,0.5469851397820675,0.5356098016759826,0.541660487651825,372660000,0.0,0.0
2015-06-02,0.5382720813499536,0.5411764474543898,0.5305271435409016,0.5310112237930298,224304000,0.0,0.0
2015-06-03,0.5324633093640806,0.5365777887893257,0.5242342928094346,0.5252024531364441,250788000,0.0,0.0
2015-06-04,0.5220561153469375,0.5363358176396481,0.5220561153469375,0.5346416234970093,323712000,0.0,0.0
2015-06-05,0.5329474591967901,0.5411764777181549,0.5273807956547653,0.5387561917304993,313320000,0.0,0.0
2015-06-08,0.5370622130494298,0.540692614637174,0.5203622157149046,0.5264129042625427,342812000,0.0,0.0
2015-06-09,0.5268966925403229,0.5329473777324926,0.5259285898340751,0.5290749669075012,256888000,0.0,0.0
2015-06-10,0.5227822333489179,0.5261706218063076,0.5167314902142964,0.5196358561515808,529460000,0.0,0.0
2015-06-11,0.5196357909248405,0.5288328523981844,0.5196357909248405,0.5252024531364441,283052000,0.0,0.0
2015-06-12,0.5218142284915798,0.5249606066270835,0.5097127963181729,0.5109229683876038,323728000,0.0,0.0
2015-06-15,0.5082604984812952,0.5123750364276245,0.5043880872210256,0.5099547505378723,306548000,0.0,0.0
2015-06-16,0.5089866523515781,0.5169736025362972,0.5039040686719113,0.5162475109100342,256892000,0.0,0.0
2015-06-17,0.516005638317225,0.5252027629195124,0.5147955237509287,0.5222983956336975,233544000,0.0,0.0
2015-06-18,0.526654732340542,0.5343996124454277,0.525202549288324,0.5310112237930298,299404000,0.0,0.0
2015-06-19,0.5310112156702171,0.5353677070560642,0.5244764497393638,0.5293170213699341,355656000,0.0,0.0
2015-06-22,0.5302852070534151,0.533189573567456,0.5191518790218241,0.5271388292312622,514236000,0.0,0.0
2015-06-23,0.5281069881524427,0.5322214693473933,0.5094707882561907,0.5135852694511414,414064000,0.0,0.0
2015-06-24,0.5128592747438147,0.5155216307355167,0.5060824944831729,0.5085027813911438,253368000,0.0,0.0
2015-06-25,0.5085027059339591,0.5155215542367987,0.5085027059339591,0.5123751759529114,350460000,0.0,0.0
2015-06-26,0.5082603620942666,0.5087444422239855,0.499789392605325,0.5019676089286804,421296000,0.0,0.0
2015-06-29,0.49615917506909374,0.5012418169167262,0.4862360181116345,0.48696210980415344,391724000,0.0,0.0
2015-06-30,0.4898662535655691,0.4920445279080712,0.48333148824222316,0.48671987652778625,315916000,0.0,0.0
2015-07-01,0.4988214412251317,0.5058402301562146,0.48938230861608595,0.4937388002872467,302892000,0.0,0.0
2015-07-02,0.4934966985733161,0.4973691669626327,0.49107641304301297,0.4942227900028229,145764000,0.0,0.0
2015-07-06,0.49010834728566693,0.49688512419926484,0.4845416843762845,0.48817208409309387,214776000,0.0,0.0
2015-07-07,0.48526787189525505,0.4872040777668412,0.4637272786269431,0.4789750874042511,594252000,0.0,0.0
2015-07-08,0.4763126846184825,0.47921702163596125,0.4717141245597336,0.47558659315109253,332492000,0.0,0.0
2015-07-09,0.48308960441825477,0.48526787933531706,0.46687366360444577,0.46977800130844116,357588000,0.0,0.0
2015-07-10,0.47582868419405666,0.48236347964426146,0.47461854116284624,0.4780069589614868,216708000,0.0,0.0
2015-07-13,0.4828475336297695,0.4838156365190031,0.47800696147942967,0.48115333914756775,212472000,0.0,0.0
2015-07-14,0.4818794441178193,0.48236349557587366,0.47510263714879786,0.4813953638076782,249216000,0.0,0.0
2015-07-15,0.4801852048768313,0.48333158252839553,0.47365043827871217,0.4780069589614868,265732000,0.0,0.0
2015-07-16,0.48091122587113166,0.4886561632156372,0.4792170316465516,0.4886561632156372,282848000,0.0,0.0
2015-07-17,0.48696203917437764,0.48744606176306704,0.47945911200797886,0.4857518672943115,220372000,0.0,0.0
2015-07-20,0.48575191905411014,0.48768818272770226,0.4755867223063283,0.47679686546325684,188412000,0.0,0.0
2015-07-21,0.47582870958479273,0.4857518945110644,0.47582870958479273,0.4789750874042511,149720000,0.0,0.0
2015-07-22,0.4755867055685196,0.4755867055685196,0.46396932590045037,0.46977800130844116,356472000,0.0,0.0
2015-07-23,0.4707460218379343,0.48260541001433965,0.4697778902640541,0.47558659315109253,169916000,0.0,0.0
2015-07-24,0.4789750182085967,0.47945906960656426,0.4680837319199537,0.47001996636390686,188844000,0.0,0.0
2015-07-27,0.46590554159644326,0.4726823489496263,0.4620331008604018,0.46735772490501404,192420000,0.0,0.0
2015-07-28,0.4685677696019817,0.48066919845735145,0.46372719805983387,0.4775228500366211,198308000,0.0,0.0
2015-07-29,0.4765548427973645,0.48720412028079185,0.47461860790473315,0.4833316504955292,232680000,0.0,0.0
2015-07-30,0.4821214291312908,0.48938231601452564,0.4821214291312908,0.48454174399375916,190180000,0.0,0.0
2015-07-31,0.48647794071672446,0.4867199520020326,0.4799431743800513,0.48284751176834106,218340000,0.0,0.0
2015-08-03,0.4867199794200558,0.4915605516239139,0.48042725286629206,0.4910765290260315,397132000,0.0,0.0
2015-08-04,0.48938244440030676,0.4944650290442382,0.4874461804615339,0.49301284551620483,260100000,0.0,0.0
2015-08-05,0.505114122280608,0.5055982025414008,0.497127173054617,0.4980953335762024,234628000,0.0,0.0
2015-08-06,0.49688521885200826,0.5005156769645546,0.4867199938410525,0.49494901299476624,655676000,0.0,0.0
2015-08-07,0.5435968135156335,0.5656214007101635,0.5295591188784541,0.556182324886322,1405248000,0.0,0.0
2015-08-10,0.552309780129357,0.5796590163385341,0.5489213337346726,0.575544536113739,662304000,0.0,0.0
2015-08-11,0.5670733401155916,0.5782066634320768,0.5670733401155916,0.5726400017738342,435008000,0.0,0.0
2015-08-12,0.5634429071767248,0.5782066285021784,0.5634429071767248,0.5740921497344971,384048000,0.0,0.0
2015-08-13,0.5748184389807078,0.5760286107607724,0.5677995926871663,0.5692517757415771,276884000,0.0,0.0
2015-08-14,0.5687676646086441,0.5731242135353469,0.5653792761350953,0.5697358250617981,214652000,0.0,0.0
2015-08-17,0.5687677825000564,0.5687677825000564,0.5590866375951632,0.5661054849624634,273880000,0.0,0.0
2015-08-18,0.5643555474595225,0.5682443101445779,0.5565780220894119,0.56095290184021,287084000,0.00245,0.0
2015-08-19,0.5602237642553963,0.5665429964772144,0.552689268323092,0.5587654709815979,249248000,0.0,0.0
2015-08-20,0.5524460028533559,0.555119500749036,0.5359187827193932,0.5385923385620117,426932000,0.0,0.0
2015-08-21,0.5347036446464405,0.5436963731951938,0.5213360375948694,0.5218221545219421,382664000,0.0,0.0
2015-08-24,0.49265650593767824,0.5305718904776967,0.4860942456740442,0.5033506155014038,682284000,0.0,0.0
2015-08-25,0.5254679004918609,0.527412310519006,0.492899626493454,0.492899626493454,622684000,0.0,0.0
2015-08-26,0.5089408988934094,0.530572098043234,0.5050521355259057,0.5300859808921814,614976000,0.0,0.0
2015-08-27,0.5356758447318501,0.5502586578388929,0.5325162294306294,0.5500156283378601,463764000,0.0,0.0
2015-08-28,0.5500158953254776,0.5558490118104048,0.546127131686534,0.5524463653564453,320944000,0.0,0.0
2015-08-31,0.5497727930050734,0.553661556129771,0.5441827068783774,0.5463700890541077,219352000,0.0,0.0
2015-09-01,0.5305720848086324,0.539564817276498,0.520121058870957,0.5240097641944885,353408000,0.0,0.0
2015-09-02,0.5383495625882244,0.5400508856830409,0.5293568299669209,0.5398078560829163,344044000,0.0,0.0
2015-09-03,0.5478284663525758,0.5505020240053496,0.5402940264833441,0.5412662029266357,262556000,0.0,0.0
2015-09-04,0.5320303998982029,0.540537074446311,0.5283847236254277,0.5286277532577515,287972000,0.0,0.0
2015-09-08,0.5415090892899634,0.5534184069237641,0.5393217073579919,0.5512309670448303,238448000,0.0,0.0
2015-09-09,0.5529322753559198,0.5575501261215514,0.5390785492181611,0.54029381275177,289392000,0.0,0.0
2015-09-10,0.5371342972752582,0.5556058776235632,0.5347038277017172,0.548800528049469,357076000,0.0,0.0
2015-09-11,0.5427241812937198,0.5541473782472999,0.5405367421067755,0.5505017042160034,301584000,0.0,0.0
2015-09-14,0.553175297749125,0.5548766203166704,0.5485573890960995,0.5514739751815796,192460000,0.0,0.0
2015-09-15,0.5517171358731301,0.5604668382627946,0.5500158129011076,0.5575502514839172,327976000,0.0,0.0
2015-09-16,0.5565778614379089,0.564598414052345,0.55244607038607,0.561438798904419,173508000,0.0,0.0
2015-09-17,0.5711607142025006,0.5762647394659095,0.5653276004198399,0.5665428638458252,268712000,0.0,0.0
2015-09-18,0.5587655572340665,0.5709179064799828,0.5553629110346044,0.5660569667816162,326412000,0.0,0.0
2015-09-21,0.566785909854274,0.5731051407807038,0.5638693239045521,0.5718898773193359,281840000,0.0,0.0
2015-09-22,0.5594945283839244,0.5633832905115085,0.5534183266945205,0.556334912776947,228356000,0.0,0.0
2015-09-23,0.5568209799200855,0.5624110646946922,0.5546335982734234,0.5590084195137024,161632000,0.0,0.0
2015-09-24,0.55560575098374,0.575535620122926,0.5468560509239279,0.5697025060653687,382440000,0.0,0.0
2015-09-25,0.5767509479240627,0.5850145906999349,0.568244333525765,0.5738344192504883,369692000,0.0,0.0
2015-09-28,0.5738345321258106,0.5774802081716374,0.5626543584771835,0.5663000345230103,395584000,0.0,0.0
2015-09-29,0.5723759772020337,0.5772369150084542,0.564355424026745,0.5762647390365601,380736000,0.0,0.0
2015-09-30,0.5816119139479572,0.5998404652771833,0.5782092680309454,0.5991113185882568,556380000,0.0,0.0
2015-10-01,0.599111189689922,0.6008125122823896,0.5704316192524289,0.5874449610710144,489296000,0.0,0.0
2015-10-02,0.584285456246374,0.6027570366859436,0.5782092533090172,0.6027570366859436,386144000,0.0,0.0
2015-10-05,0.6066459300768069,0.6253605441155855,0.6034863131413922,0.6178261041641235,482024000,0.0,0.0
2015-10-06,0.6112637463699025,0.6285200640922918,0.6088332766365955,0.6258465647697449,453216000,0.0,0.0
2015-10-07,0.6273046515524963,0.6387278497413139,0.6170966588565348,0.632408618927002,310152000,0.0,0.0
2015-10-08,0.6297355194394856,0.6377560777932048,0.6190414030032022,0.6360547542572021,460068000,0.0,0.0
2015-10-09,0.6326518426142315,0.6387280457843142,0.6217147580338379,0.6336240768432617,423248000,0.0,0.0
2015-10-12,0.634353056224089,0.6440749912094303,0.6297352051937276,0.6404292583465576,227588000,0.0,0.0
2015-10-13,0.6353253646495288,0.6455333019664827,0.6331379246757681,0.6416445970535278,298444000,0.0,0.0
2015-10-14,0.6423735294585387,0.6754279767513796,0.6416444409249892,0.664976954460144,612148000,0.0,0.0
2015-10-15,0.6661922520087752,0.680289008650218,0.6593869611797744,0.6666783690452576,526048000,0.0,0.0
2015-10-16,0.6688659216786214,0.6834487398708419,0.6671645407372574,0.6771295070648193,448396000,0.0,0.0
2015-10-19,0.6793168719166252,0.6824764879695845,0.6681367009518403,0.6759141683578491,294712000,0.0,0.0
2015-10-20,0.6729974858676223,0.6781014531178493,0.6678934606704464,0.6749418377876282,264824000,0.0,0.0
2015-10-21,0.6790737869866681,0.6832056371846432,0.6649770874212693,0.6661922931671143,386280000,0.0,0.0
2015-10-22,0.6739698914072205,0.6924414727271898,0.6729977151160577,0.6902540326118469,306884000,0.0,0.0
2015-10-23,0.696330136062447,0.699489752016215,0.6858791120492821,0.6948718428611755,381776000,0.0,0.0
2015-10-26,0.695357993425171,0.6970593162596672,0.685393028034169,0.6917122602462769,247436000,0.0,0.0
2015-10-27,0.6883095978957035,0.6956010061298172,0.6878234808346445,0.6912261843681335,208268000,0.0,0.0
2015-10-28,0.6956010019112421,0.6968162655830383,0.685393007266606,0.6968162655830383,217036000,0.0,0.0
2015-10-29,0.6856360166090123,0.6926843364928862,0.6715392609473552,0.6727544665336609,327168000,0.0,0.0
2015-10-30,0.6800460976773436,0.6943858863638137,0.6749420707187033,0.6895248889923096,301160000,0.0,0.0
2015-11-02,0.6917122937805184,0.6982745558737036,0.6875805012754376,0.6975454092025757,190088000,0.0,0.0
2015-11-03,0.6934134989452263,0.6973022612152149,0.6849068858048976,0.6926843523979187,376768000,0.0,0.0
2015-11-04,0.6907398480977083,0.6958438148577328,0.6781013879906647,0.6812610030174255,442264000,0.0,0.0
2015-11-05,0.6846636584560452,0.6866080681672982,0.6715391391795997,0.6734834909439087,478800000,0.0,0.0
2015-11-06,0.7400787664812386,0.7762927833002962,0.7247668011939048,0.7668139338493347,1172272000,0.0,0.0
2015-11-09,0.759279253589464,0.7655984845477982,0.7527169351694583,0.7634110450744629,492568000,0.0,0.0
