Date,Open_JPY,High_JPY,Low_JPY,Close_JPY,Volume_JPY,Dividends_JPY,Stock Splits_JPY,FX,Open_USD,High_USD,Low_USD,Close_USD,Volume_USD
2015-06-10,2004.0986622777477,2052.065122407058,1995.104951003502,1999.601806640625,1209000,0.0,0.0,0.008042529225349426,16.118022061852475,16.503793719279013,16.045689876085,16.08185596896874,9723
2015-06-11,2004.0983671838426,2022.0857870837724,1992.1067539172227,2001.1004638671875,827000,0.0,0.0,0.008138948120176792,16.311252638240315,16.45765131562168,16.21365351998607,16.286852858676752,6731
2015-06-12,2005.5973188421701,2019.0878837671173,1995.1046572338776,2001.1004638671875,934000,0.0,0.0,0.008091858588159084,16.229009888861846,16.338173632508898,16.14410475491414,16.19262197431283,7558
2015-06-15,1990.6074498820756,1995.104304061026,1963.6263248083726,1986.110595703125,434000,0.0,0.0,0.008110958151519299,16.145733722096065,16.182207518155014,15.926890945742352,16.10925992603711,3520
2015-06-16,1986.110645766705,1990.6075000590067,1977.1169371821009,1984.6116943359375,415500,0.0,0.0,0.008102414198219776,16.092291095495597,16.12872647156087,16.019420343365052,16.080145970140507,3367
2015-06-17,1990.6075567265743,1996.603362620329,1971.1211875718714,1975.6180419921875,383000,0.0,0.0,0.008101167157292366,16.126244561611326,16.17481758739931,15.968382227800369,16.00481199714136,3103
2015-06-18,1960.628770489559,1969.6224804459332,1917.159172367084,1924.6539306640625,939500,0.0,0.0,0.00809519924223423,15.871680537169707,15.944486411193424,15.519785479388423,15.580457041074851,7605
2015-06-19,1956.1316728374845,1987.609653779697,1945.6390125234138,1975.6180419921875,1307500,0.0,0.0,0.008129948750138283,15.903250248691016,16.15916462050903,15.817945458085012,16.061673431245026,10630
2015-06-22,1966.6245193652126,2035.5762936722244,1963.626616134473,2010.0941162109375,816500,0.0,0.0,0.008146572858095169,16.021249931525098,16.582970584612106,15.996827294434357,16.37537816934082,6652
2015-06-23,2016.0899442784928,2068.5532513786766,2016.0899442784928,2064.056396484375,876000,0.0,0.0,0.008105107583105564,16.340625895594485,16.76584664380698,16.340625895594485,16.729399151103053,7100
2015-06-24,2061.0585648712467,2079.0459850737598,2052.0648547699907,2065.555419921875,665000,0.0,0.0,0.008073631674051285,16.640227711419183,16.78545151690066,16.567615808678447,16.676533662789552,5369
2015-06-25,2040.0727776909887,2040.0727776909887,1974.1189186032564,1977.1168212890625,1297500,0.0,0.0,0.008074218407273293,16.471993173809736,16.471993173809736,15.939467310732859,15.96367303178181,10476
2015-06-26,1974.8463952911848,1977.11720371812,1908.2360147677566,1914.29150390625,1285700,26.0,0.5,0.008090745657682419,15.977979897291931,15.996352430711585,15.43905225031543,15.48804567276784,10402
2015-06-29,1892.339880657273,1913.5340873206344,1872.6595458984375,1872.6595458984375,1364100,0.0,0.0,0.00815580878406763,15.43356222110608,15.606418117982466,15.273053174006577,15.273053174006577,11125
2015-06-30,1882.5000972887478,1883.257033395418,1837.0839308885368,1860.5489501953125,889300,0.0,0.0,0.008151952177286148,15.346050766834393,15.352221273777229,14.975820350264202,15.167106065492135,7250
2015-07-01,1860.5488362798003,1860.5488362798003,1831.7852659874357,1835.5699462890625,638200,0.0,0.0,0.008170869201421738,15.202301184099674,15.202301184099674,14.967277813474864,14.998201941188654,5215
2015-07-02,1860.5490449498911,1871.9030871281857,1843.8964497550587,1846.9241943359375,621000,0.0,0.0,0.008108984678983688,15.0871636999964,15.179233454064725,14.952128060696188,14.97667999511441,5036
2015-07-03,1853.7362720682415,1871.145800144015,1841.6252960155296,1856.007080078125,521100,0.0,0.0,0.008126183412969112,15.063800946100143,15.205273964377113,14.965384933385728,15.082253948484095,4235
2015-07-06,1816.646396337646,1839.3544762918666,1807.5631643559577,1813.61865234375,853900,0.0,0.0,0.008169467560946941,14.841033804591559,15.026546727148954,14.7668286355686,14.816298748250574,6976
2015-07-07,1834.0561027761078,1875.687586743374,1834.0561027761078,1849.19482421875,1110100,0.0,0.0,0.008155874907970428,14.958332148441691,15.29787332391189,14.958332148441691,15.08180166679449,9054
2015-07-08,1849.1945993523848,1875.6873586554275,1812.104736328125,1812.104736328125,1441400,0.0,0.0,0.008163931779563427,15.096698556249994,15.312983635852428,14.793899444806584,14.793899444806584,11767
2015-07-09,1778.7998171808367,1790.1538585670974,1736.4113960054638,1775.01513671875,1219800,0.0,0.0,0.008273899555206299,14.71761101617357,14.811553214149146,14.366893477064755,14.686296950181713,10093
2015-07-10,1768.2028886668106,1779.5569311882157,1732.6268887664082,1751.55029296875,1630400,0.0,0.0,0.008216926828026772,14.529193753280751,14.62248908988144,14.236868365265257,14.392360592933073,13397
2015-07-13,1757.6055074628357,1790.9106936507621,1741.7098504185983,1775.77197265625,846800,0.0,0.0,0.008163531310856342,14.34826759230641,14.620155522565447,14.218502898319144,14.49657009972043,6913
2015-07-14,1809.0777133158501,1850.7092088105665,1806.8069044706838,1828.758056640625,696000,0.0,0.0,0.008092579431831837,14.640105093365221,14.977011277522163,14.621728392411205,14.799369834966683,5632
2015-07-15,1846.1671233902548,1861.305845189273,1816.6466158821695,1821.188232421875,503200,0.0,0.0,0.008108984678983688,14.970540918414965,15.0933005815426,14.731159575316077,14.767987474254369,4080
2015-07-16,1837.8405842599693,1854.493176044862,1831.0281603479677,1850.70849609375,507900,0.0,0.0,0.008072979748249054,14.83684981724094,14.971285853476237,14.781853256962865,14.940732208877307,4100
2015-07-17,1837.083511780475,1846.923678922274,1807.563010355078,1808.3199462890625,704800,0.0,0.0,0.008054837584495544,14.797409316546434,14.876670264677912,14.55962647215199,14.565723468162105,5677
2015-07-21,1833.299113574018,1876.4444684351738,1828.0005612226482,1843.1392822265625,730200,0.0,0.0,0.008045440539717674,14.749699009776881,15.096822396877329,14.707069821887355,14.828867501571722,5875
2015-07-22,1821.1881761752802,1849.1948106384912,1810.5910712432546,1823.458984375,805400,0.0,0.0,0.008073631674051285,14.703602543576434,14.92971779466219,14.618045421543988,14.721936212583387,6503
2015-07-23,1823.4588600852271,1838.597580384814,1818.160307980372,1831.78515625,358400,0.0,0.0,0.008060095831751823,14.697253157543871,14.819272693928626,14.654546319809208,14.764363902555488,2889
2015-07-24,1831.028111818031,1845.4098952510788,1815.8893924148229,1819.674072265625,356000,0.0,0.0,0.008072588592767715,14.781136648499245,14.897234869384523,14.658927994935796,14.68948015832666,2874
2015-07-27,1801.5076684170083,1814.3755803342726,1785.6120125192112,1800.750732421875,342600,0.0,0.0,0.008079959079623222,14.556108242436867,14.660080444168559,14.427671993238896,14.549992230570297,2768
2015-07-28,1786.369052750955,1795.45228522257,1766.6887157291224,1783.34130859375,369300,0.0,0.0,0.008114248514175415,14.49504243205338,14.568746037640093,14.335351286615504,14.470474563524476,2997
2015-07-29,1785.612420532965,1786.3693567010587,1747.7656121282816,1751.55029296875,454300,0.0,0.0,0.008092186413705349,14.44950856958038,14.45563383815587,14.143245140805893,14.173871483683342,3676
2015-07-30,1770.4732811301765,1871.902703819977,1766.6886011790646,1850.70849609375,1773300,0.0,0.0,0.008068419992923737,14.284922018408004,15.103297200309102,14.254385631023634,14.932293430956634,14308
2015-07-31,1843.8962688865754,1859.0349903060055,1825.7298031832595,1857.5211181640625,573300,0.0,0.0,0.008059901185333729,14.861621723231348,14.983638321944252,14.715201804775868,14.97143666207296,4621
2015-08-03,1852.9796979674177,1869.6322932922883,1820.431443468807,1864.333740234375,318700,0.0,0.0,0.008061915636062622,14.93856600035012,15.072817818980717,14.676164718481225,15.030101331234619,2569
2015-08-04,1859.0352742133664,1876.4448065044523,1841.6257419222802,1867.361572265625,406800,0.0,0.0,0.008068094961345196,14.998873128843845,15.139334888600933,14.858411369086756,15.066050492205932,3282
2015-08-05,1876.4445675958948,1885.5278006782469,1841.6255074468786,1880.229248046875,408500,0.0,0.0,0.00804673507809639,15.099252324177298,15.172342694443588,14.819072571489862,15.129706645121587,3287
2015-08-06,1892.3403538975033,1908.9929490118013,1864.3337166598203,1893.0972900390625,685200,0.0,0.0,0.00801731739193201,15.171493230757228,15.305002371187893,14.946955130942023,15.177561828049534,5493
2015-08-07,1881.7433130428815,1896.8820363980133,1867.3615258555062,1895.3681640625,416400,0.0,0.0,0.008017060346901417,15.086049698042984,15.207417756756122,14.970750042265504,15.195280950884808,3338
2015-08-10,1895.3683697735821,1987.7145922625507,1856.007684778284,1961.978759765625,1651500,0.0,0.0,0.00804505217820406,15.248337431746034,15.991267610129828,14.931678667189008,15.78422149484254,13286
2015-08-11,1961.9777645420793,1998.3106861076733,1905.2075745958387,1911.2630615234375,1056900,0.0,0.0,0.008024845272302628,15.744567988148383,16.036134062002983,15.288995997750572,15.337590343393003,8481
2015-08-12,1907.478909532563,1927.916183563269,1876.4445304488984,1891.583251953125,699400,0.0,0.0,0.00799552258104086,15.251290694026801,15.414697380034232,15.003154615274779,15.124196604909912,5592
2015-08-13,1896.881985285014,1915.048452821662,1884.7710069272484,1910.5068359375,446800,0.0,0.0,0.008047966286540031,15.266042267118916,15.412245385399384,15.168573521598603,15.375694605829267,3596
2015-08-14,1905.207993210327,1938.513178629975,1900.6663770167386,1917.3189697265625,564000,0.0,0.0,0.008040976710617542,15.319733102286625,15.587539322588814,15.283214072245416,15.41711718239651,4535
2015-08-17,1943.0551500124295,1971.0617883258149,1934.7288521354772,1950.62451171875,482600,0.0,0.0,0.00804181769490242,15.625695287541232,15.850919567104546,15.558736717941327,15.686566714450237,3881
2015-08-18,1958.1932931905928,1974.0889480638061,1933.9713429076014,1955.9224853515625,339900,0.0,0.0,0.008036130107939243,15.736296080573622,15.864035631285661,15.541645336631467,15.718047573329045,2731
2015-08-19,1955.9223205566407,1961.2208717346193,1930.1865005493164,1937.755859375,346700,0.0,0.0,0.00804045982658863,15.72651484236368,15.76911763024934,15.519587015490472,15.580448141041416,2788
2015-08-20,1930.1869497506348,1930.1869497506348,1877.9583616985587,1881.7430419921875,508300,0.0,0.0,0.008071220479905605,15.578964438873856,15.578964438873856,15.157415989351385,15.187962978447217,4103
2015-08-21,1844.6531491557125,1874.1736550305886,1832.5421723865327,1859.7918701171875,676300,0.0,0.0,0.008102414198219776,14.946143866510068,15.185331232449293,14.848015716381155,15.06880405417121,5480
2015-08-24,1812.1049761671748,1820.4312730501485,1752.3070258258185,1761.3902587890625,713700,0.0,0.0,0.008214767090976238,14.886020323612387,14.954418913236339,14.394794089040383,14.46941073226651,5863
2015-08-25,1690.2382153977194,1775.7719898446258,1667.5301336861512,1687.9674072265625,951400,0.0,0.0,0.008411560207605362,14.217540514013358,14.937013007557248,14.026530117497279,14.198439474361749,8003
2015-08-26,1651.634407392869,1712.946225449158,1616.8153502251,1702.34912109375,1222800,0.0,0.0,0.008435971103608608,13.933140134491971,14.450364859924534,13.639407574369775,14.360967993800386,10316
2015-08-27,1728.8416064813557,1770.473081243385,1721.272247433714,1743.223388671875,837200,0.0,0.0,0.008329307660460472,14.400053636587945,14.746814998239582,14.337006116287647,14.519843925158511,6973
2015-08-28,1793.9382073032662,1821.1879015914171,1774.2578725396017,1809.8338623046875,645400,0.0,0.0,0.008264257572591305,14.825567414466887,15.050765906838537,14.662924058865142,14.956933201683682,5334
2015-08-31,1816.6469468277708,1846.1674597137219,1785.6125614861296,1803.0220947265625,707500,0.0,0.0,0.00824477057904005,14.97783729970854,15.221227155828801,14.721965912505185,14.865503519960725,5833
2015-09-01,1756.848760070096,1761.3903768561452,1634.9820429777712,1638.7667236328125,1740500,0.0,0.0,0.008258388377726078,14.508739381585352,14.546245816867346,13.502316701518465,13.533572064253462,14374
2015-09-02,1604.7043569347761,1608.4890370218864,1552.4757717326536,1563.0728759765625,2027700,0.0,0.0,0.008353172801434994,13.404372788691804,13.435986875457585,12.968098391324004,13.056617834268195,16938
2015-09-03,1588.8086882807781,1604.7043445237016,1565.3436719221768,1566.8575439453125,818900,0.0,0.0,0.00829324871301651,13.176385609314012,13.30821223999319,12.981784392597131,12.994339309804673,6791
2015-09-04,1575.9408879484954,1577.4547600790895,1514.629066659433,1532.7955322265625,776500,0.0,0.0,0.00832944642752409,13.126715199111738,13.139324915921643,12.61602166831056,12.767338270029427,6468
2015-09-07,1511.6013102413986,1554.7466656163408,1492.6779087611608,1536.5802001953125,588000,0.0,0.0,0.008391795679926872,12.685049345055567,13.047116351899918,12.526248026264186,12.894667085860192,4934
2015-09-08,1544.9064995820952,1578.9686223068352,1526.7400341289006,1528.25390625,653600,0.0,0.0,0.008374999277293682,12.938590817486359,13.223861070689146,12.786446682444874,12.799125360364997,5474
2015-09-09,1580.4825,1646.3359375,1578.9686278735633,1646.3359375,792900,0.0,0.0,0.008327157236635685,13.16092628725106,13.70929821588652,13.14832003601806,13.70929821588652,6603
2015-09-10,1588.0517706859907,1628.1693797643309,1588.0517706859907,1622.1138916015625,524900,0.0,0.0,0.008314072154462337,13.203177006505005,13.536717703046838,13.203177006505005,13.48637193753109,4364
2015-09-11,1610.0032137006242,1630.4404900381498,1594.8644904876423,1619.8433837890625,1259000,0.0,0.0,0.008290567435324192,13.347840214273692,13.517276831944303,13.222331608591757,13.429420807966949,10438
2015-09-14,1631.9542074267254,1631.9542074267254,1572.1562564124806,1585.024169921875,530700,0.0,0.0,0.008278420194983482,13.510002668049665,13.510002668049665,13.01497010275471,13.12149609781818,4393
2015-09-15,1597.134875863438,1634.2247379095559,1580.4822847406915,1600.9195556640625,556400,0.0,0.0,0.008308407850563526,13.269647941032591,13.577805642032875,13.13129142221614,13.301092604399969,4623
2015-09-16,1626.6554750729867,1684.182611464586,1626.6554750729867,1662.9884033203125,711100,0.0,0.0,0.008303303271532059,13.506613727829066,13.984278987631303,13.506613727829066,13.808297049809426,5904
2015-09-17,1675.0995812343504,1693.2660475468783,1666.7732841744419,1690.9952392578125,471600,0.0,0.0,0.00829717144370079,13.898588410772804,14.049318696294064,13.829503696575562,14.030477410603908,3913
2015-09-18,1656.93336713742,1656.93336713742,1616.815747923951,1623.628173828125,1087200,0.0,0.0,0.008330140262842178,13.802487354438083,13.802487354438083,13.468301959378595,13.525050422690583,9057
2015-09-24,1598.6491571209258,1624.38498635488,1593.350604043347,1602.433837890625,633700,0.0,0.0,0.008319467306137085,13.29990939665115,13.514017786559359,13.2558282575524,13.331395924578828,5272
2015-09-25,1588.0520202347452,1605.4615514384627,1562.3161914988152,1597.13525390625,795900,0.0,0.0,0.008316700346767902,13.207352787371773,13.352142641570797,12.993315611599305,13.282895319997351,6619
2015-09-28,1606.97531958629,1609.2461278570195,1568.3715789838873,1576.6978759765625,389300,0.0,0.0,0.008307856507599354,13.35052036637651,13.369385915646001,13.029806028795162,13.098979709449964,3234
2015-09-29,1548.6912560096152,1569.1285306490383,1525.2262369791667,1535.06640625,513500,0.0,0.0,0.008344459347426891,12.922991227487726,13.09352923488859,12.727188330101551,12.809299222553818,4285
2015-09-30,1585.0238361894262,1611.5165937188578,1566.8573738835303,1590.3223876953125,659800,0.0,0.0,0.008343067020177841,13.223960093907767,13.444990945525136,13.072396081370142,13.26816626423124,5505
2015-10-01,1581.239489820492,1628.926463424461,1557.7744710629836,1614.544677734375,662000,0.0,0.0,0.008343136869370937,13.192497486826639,13.59035643449063,12.99672562369039,13.470367228052282,5523
2015-10-02,1613.7877908738876,1676.613488173387,1597.1351964089602,1658.447021484375,499000,0.0,0.0,0.008346549235284328,13.469559251829633,13.993937027580973,13.330567552232893,13.842309718929982,4165
2015-10-05,1668.2870092828798,1681.911857816043,1646.3358644238945,1669.0439453125,361100,0.0,0.0,0.008333680219948292,13.902970450457428,14.01651558117804,13.720036628740882,13.90927851327524,3009
2015-10-06,1692.5089995362443,1708.404656508633,1651.6344530358163,1657.68994140625,569300,0.0,0.0,0.008301442489027977,14.050266121812411,14.182223003994013,13.710948424774008,13.761217713224141,4726
2015-10-07,1656.1760738224891,1694.779812289101,1653.1483296290294,1678.8841552734375,507800,0.0,0.0,0.008316700346767902,13.773920127468198,14.094975852560008,13.748739286284527,13.962776436345735,4223
2015-10-08,1663.7456419470072,1694.0230876603287,1657.690152804343,1681.912109375,332900,0.0,0.0,0.008339240215718746,13.874374566051285,14.126865458973056,13.82387638746693,14.025869101804346,2776
2015-10-09,1706.8907521979982,1768.202570791363,1681.9118631414422,1765.9317626953125,936600,0.0,0.0,0.008338266983628273,14.232510803712996,14.743745116396257,14.024230157805002,14.724810512222803,7810
2015-10-13,1767.445891862063,1784.85542313094,1738.68231846131,1762.1473388671875,667200,0.0,0.0,0.008332569152116776,14.727365116565348,14.872431239769204,14.487690652141588,14.683214557329393,5559
2015-10-14,1740.9529538498712,1762.1471637228262,1680.3980684985713,1688.724365234375,848900,0.0,0.0,0.008352823555469513,14.541872841881432,14.718904337347816,14.036068569120339,14.105616656624989,7091
2015-10-15,1675.856108454761,1717.4875835970427,1675.856108454761,1706.133544921875,557400,0.0,0.0,0.008415383286774158,14.102971486128578,14.453316306244687,14.102971486128578,14.357767718940295,4691
2015-10-16,1728.8421124352349,1756.8487491077847,1719.7588789198132,1743.9808349609375,368000,0.0,0.0,0.00839983206242323,14.521983406900992,14.757234451583713,14.445685770787675,14.649146133756517,3091
2015-10-19,1747.0082971229067,1763.6608892098668,1707.6476249173645,1717.48779296875,543600,0.0,0.0,0.008384338580071926,14.647509065273345,14.787130035566245,14.317495862762852,14.399999163390476,4558
2015-10-20,1730.3557172040635,1740.9528213339222,1699.3213408237632,1713.703125,267900,0.0,0.0,0.0083679910749197,14.47960119799988,14.568277670778533,14.21990581343383,14.340252455062,2242
2015-10-21,1712.9459186386096,1759.1190079169812,1711.4320468589908,1754.577392578125,307400,0.0,0.0,0.008348639123141766,14.300767312172308,14.686249771758039,14.288128543005563,14.648333464257803,2566
2015-10-22,1747.7654086559803,1767.4457467352595,1729.5989427366458,1731.8697509765625,399400,0.0,0.0,0.008344319649040699,14.583913241361744,14.748132273096436,14.432326442837413,14.451274792652953,3333
2015-10-23,1788.6396856801755,1812.1047006002286,1756.0914391781664,1768.9593505859375,866700,0.0,0.0,0.008274036459624767,14.799269972449556,14.993420361423714,14.529964594195079,14.636434162342198,7171
2015-10-26,1788.639828970606,1799.2369333318368,1756.8485158869134,1778.042724609375,440500,0.0,0.0,0.008244294673204422,14.746073814263635,14.833439465300321,14.483976861153575,14.658708163226947,3632
2015-10-27,1786.3689955574653,1788.6398036026656,1735.6542825479949,1747.7652587890625,706500,0.0,0.0,0.008267947472631931,14.769605022007386,14.788379943645532,14.350298438755482,14.450431354158923,5841
2015-10-28,1747.00849163553,1765.174957753057,1659.9608414890454,1740.9530029296875,505800,0.0,0.0,0.008300339803099632,14.50076411947544,14.65155196127241,13.778239044198283,14.450501505543116,4198
2015-10-29,1759.1193310040885,1770.4733714365589,1747.0083545427867,1753.0638427734375,345300,0.0,0.0,0.008274036459624767,14.555017481558558,14.648961226060871,14.454810820756089,14.504914151157323,2857
2015-10-30,1766.6884868915265,1782.5841416579026,1734.140241417518,1771.2301025390625,635700,0.0,0.0,0.00826446246355772,14.600730684714605,14.732099726864993,14.33173693174,14.638264696757574,5254
2015-11-02,1741.7097508617728,1764.4178310555378,1734.1403907971846,1738.6820068359375,304900,0.0,0.0,0.008299099281430244,14.454622141836989,14.643078753855724,14.391803271164079,14.429494593567824,2530
2015-11-04,1782.5846147045647,1793.1817206943158,1760.6334665829372,1762.1473388671875,413600,0.0,0.0,0.008257979527115822,14.720547253581941,14.808057937891983,14.539275121796853,14.551776648126861,3416
2015-11-05,1762.1471861758473,1799.2370539261121,1751.5500811043432,1786.369140625,361800,0.0,0.0,0.008231130428612232,14.50446332382544,14.809754862857849,14.417237169816183,14.703837390132321,2978
2015-11-06,1786.369297199241,1786.369297199241,1722.029725054353,1732.6268310546875,807800,0.0,0.0,0.008218953385949135,14.682085983771277,14.682085983771277,14.153282039440533,14.240379159683243,6639
2015-11-09,1774.2580615810762,1813.618735302158,1764.4178931508056,1795.4522705078125,839400,0.0,0.0,0.008116883225739002,14.401445498179635,14.72093149046007,14.321574000109525,14.573476417099869,6813
2015-11-10,1775.0148871006108,1831.7850860483916,1634.2247937101147,1653.148193359375,2614400,0.0,0.0,0.008124995045363903,14.421987163139631,14.883244748314672,13.278068351905528,13.43182088029721,21242
2015-11-11,1646.3357956266539,1646.3357956266539,1581.9962357975662,1591.0794677734375,1880800,0.0,0.0,0.008124533109366894,13.375709680704636,13.375709680704636,12.852980796631122,12.926777815559149,15281
2015-11-12,1588.8085670560697,1617.5721333010104,1580.482271564113,1613.030517578125,854600,0.0,0.0,0.008146174252033234,12.942711440361972,13.17702446310316,12.874883986410575,13.140027670038762,6962
2015-11-13,1589.5655162621897,1607.731979305186,1576.697604940067,1600.9195556640625,933400,0.0,0.0,0.008159268647432327,12.969692079877666,13.117917132219125,12.864699334469131,13.062332737591078,7616
2015-11-16,1578.2118630307305,1600.919947390885,1569.1286292866687,1593.3505859375,621400,0.0,0.0,0.008172338828444481,12.897682087757742,13.083260247293826,12.823450823943308,13.021400860781796,5078
2015-11-17,1617.5724313499813,1623.6279200962613,1586.5380515252975,1589.5657958984375,907900,0.0,0.0,0.008112536743283272,13.122615784248781,13.171741159201515,12.870848237616025,12.895410925092392,7365
2015-11-18,1604.7042283705678,1604.7042283705678,1578.9684058400965,1579.725341796875,852400,0.0,0.0,0.008100773207843304,12.999345019697158,12.999345019697158,12.790864958060506,12.79699672457923,6905
2015-11-19,1597.134875863438,1603.947299504562,1585.0239005014405,1600.9195556640625,702300,0.0,0.0,0.008095527067780495,12.929648618448704,12.984798778432609,12.831603889588429,12.96028759621754,5685
